Mois;CSP;Salaire;NbEnfant;SoldeCCP
aout;employes;26263;0;-63
juin;professions intermediaires;31515;1;68
janvier;professions intermediaires;31909;1;92
decembre;employes;31119;1;-46
janvier;employes;26733;2;-14
aout;employes;30829;3;-61
decembre;employes;29282;3;88
juin;employes;27393;0;-66
aout;employes;36412;3;76
juin;employes;34404;1;18
aout;professions intermediaires;36021;3;-78
janvier;employes;28953;2;-16
decembre;professions intermediaires;22299;0;10
decembre;professions intermediaires;29173;1;100
juin;professions intermediaires;31855;0;-90
aout;employes;25681;1;18
juin;professions intermediaires;36539;1;17
juillet;employes;26780;0;64
juillet;professions intermediaires;25222;1;4
janvier;employes;33265;3;-34
juillet;professions intermediaires;33113;0;-46
decembre;employes;33491;3;-34
juillet;professions intermediaires;28413;2;0
juillet;professions intermediaires;26522;1;-3
decembre;professions intermediaires;28242;1;91
decembre;employes;33537;2;81
juin;employes;36310;1;27
decembre;employes;29233;1;-15
juillet;professions intermediaires;24900;1;88
aout;employes;25744;1;94
juin;professions intermediaires;29709;1;-44
janvier;employes;26931;0;-76
decembre;employes;29688;2;21
aout;employes;28852;3;23
janvier;professions intermediaires;37295;3;-32
juin;employes;22872;0;53
juin;employes;22500;1;-15
juin;employes;24314;3;-62
janvier;professions intermediaires;36897;1;68
janvier;professions intermediaires;24190;0;20
janvier;professions intermediaires;21448;2;44
decembre;professions intermediaires;31022;3;-28
decembre;professions intermediaires;24524;3;-33
aout;employes;30687;3;22
juillet;professions intermediaires;27092;1;20
juillet;employes;21174;1;17
juillet;professions intermediaires;31303;2;25
juillet;professions intermediaires;22286;1;75
juillet;employes;33113;3;12
juin;professions intermediaires;23635;1;90
juin;professions intermediaires;29943;0;90
juin;professions intermediaires;37449;3;-59
juin;professions intermediaires;37593;2;90
janvier;professions intermediaires;36029;0;34
juin;employes;21376;3;-35
juillet;professions intermediaires;36840;3;-51
aout;employes;22807;0;19
janvier;employes;22682;0;40
decembre;professions intermediaires;30007;2;27
aout;professions intermediaires;32329;2;20
aout;employes;25138;3;-56
juillet;employes;28621;3;31
juin;employes;27674;0;-16
juillet;professions intermediaires;21370;0;-25
janvier;employes;22941;2;10
aout;professions intermediaires;30101;3;-22
aout;employes;34370;0;41
janvier;professions intermediaires;28409;3;-86
decembre;employes;34719;1;48
juin;employes;23582;2;37
decembre;professions intermediaires;29720;1;69
juin;employes;25966;3;-76
decembre;employes;21410;3;41
juillet;employes;22340;3;-60
juin;professions intermediaires;34028;0;34
janvier;employes;36171;3;1
juin;employes;33635;3;37
juin;employes;27347;1;33
juillet;professions intermediaires;24344;1;-58
janvier;employes;35650;3;-89
decembre;professions intermediaires;31012;2;60
juillet;professions intermediaires;34622;2;-96
janvier;professions intermediaires;32086;1;-39
fevrier;professions intermediaires;37816;0;58
mars;professions intermediaires;33961;2;53
avril;professions intermediaires;30330;0;7
mai;professions intermediaires;29335;2;26
juin;professions intermediaires;27188;1;53
juillet;employes;31346;2;-66
aout;employes;27728;2;-4
septembre;employes;22854;3;32
octobre;employes;23856;3;-20
novembre;employes;37516;0;-8
decembre;professions intermediaires;37347;2;44
janvier;professions intermediaires;25973;3;-20
fevrier;employes;33139;3;74
mars;employes;28741;1;52
avril;employes;23110;1;-12
mai;employes;29528;2;-2
juin;employes;33960;2;87
juillet;professions intermediaires;32341;0;-62
aout;employes;33029;2;62
septembre;employes;34959;1;44
octobre;professions intermediaires;29318;2;150
novembre;employes;31421;1;72
decembre;employes;27954;3;88
janvier;professions intermediaires;27706;2;94
fevrier;professions intermediaires;31158;3;145
mars;professions intermediaires;21655;1;23
avril;employes;29073;1;49
mai;employes;29654;0;48
juin;professions intermediaires;24638;1;144
juillet;employes;24716;3;35
aout;employes;27083;3;87
septembre;employes;32341;0;3
octobre;professions intermediaires;32579;3;70
novembre;professions intermediaires;35545;3;108
decembre;professions intermediaires;33882;3;39
janvier;employes;27910;1;6
fevrier;professions intermediaires;23123;2;70
mars;professions intermediaires;28218;0;95
avril;professions intermediaires;29819;3;67
mai;employes;36366;0;115
juin;professions intermediaires;35703;1;80
juillet;employes;22543;1;45
aout;professions intermediaires;33037;3;63
septembre;professions intermediaires;32009;3;27
octobre;professions intermediaires;27365;3;51
novembre;employes;21655;0;24
decembre;employes;34639;3;147
janvier;professions intermediaires;32983;0;78
fevrier;employes;28968;3;150
mars;professions intermediaires;22252;2;72
avril;professions intermediaires;26130;3;147
mai;employes;31630;2;72
juin;professions intermediaires;37688;0;148
juillet;professions intermediaires;34397;2;109
aout;employes;21710;1;126
septembre;employes;24865;2;64
octobre;employes;22486;0;83
novembre;employes;37222;2;2
decembre;employes;35934;1;2
janvier;professions intermediaires;35985;3;98
fevrier;professions intermediaires;27837;2;126
mars;employes;24595;2;2
avril;employes;23796;1;94
mai;professions intermediaires;21855;0;103
juin;professions intermediaires;33168;0;91
juillet;employes;32270;0;146
aout;employes;34236;1;105
septembre;professions intermediaires;23325;1;5
octobre;employes;34698;1;6
novembre;professions intermediaires;34996;1;84
decembre;employes;31894;1;50
janvier;professions intermediaires;23155;0;131
fevrier;professions intermediaires;22151;1;6
mars;employes;26578;0;60
avril;professions intermediaires;35630;1;42
mai;employes;31933;3;90
juin;employes;31960;0;131
juillet;employes;27530;1;44
aout;professions intermediaires;25561;2;134
septembre;employes;33259;3;25
octobre;employes;31936;3;73
novembre;employes;37768;2;81
decembre;professions intermediaires;35948;0;118
janvier;employes;32803;0;127
fevrier;employes;28970;0;46
mars;professions intermediaires;27576;0;33
avril;employes;27209;0;70
mai;employes;28921;3;17
juin;professions intermediaires;30255;2;7
juillet;professions intermediaires;26317;2;23
aout;employes;31925;0;24
septembre;employes;23776;3;89
octobre;professions intermediaires;24013;2;51
novembre;professions intermediaires;33959;3;71
decembre;professions intermediaires;21359;3;92
janvier;employes;29441;1;132
fevrier;employes;27462;3;80
mars;employes;27772;0;137
avril;employes;22865;0;10
mai;professions intermediaires;26212;1;96
juin;employes;31922;3;129
juillet;professions intermediaires;33465;1;102
aout;professions intermediaires;36437;3;126
septembre;professions intermediaires;24264;2;15
octobre;professions intermediaires;23827;1;134
novembre;professions intermediaires;28444;3;85
decembre;employes;24228;2;115
janvier;professions intermediaires;23831;0;59
fevrier;employes;21793;1;85
mars;professions intermediaires;23121;0;28
avril;professions intermediaires;34780;1;87
mai;professions intermediaires;22094;2;125
juin;professions intermediaires;37791;0;119
juillet;professions intermediaires;32412;0;134
aout;employes;22284;0;60
septembre;employes;24805;0;16
octobre;employes;29683;1;81
novembre;employes;23534;2;96
decembre;employes;36380;0;149
janvier;employes;23821;3;66
fevrier;employes;28809;1;28
mars;professions intermediaires;26325;2;139
avril;professions intermediaires;24375;0;139
mai;employes;24741;3;126
juin;employes;33337;0;71
juillet;professions intermediaires;23519;0;25
aout;employes;37795;3;99
septembre;employes;30313;3;53
octobre;employes;23520;3;104
novembre;employes;28586;1;2
decembre;employes;31741;1;5
janvier;professions intermediaires;23180;2;115
fevrier;employes;34574;3;134
mars;employes;25554;0;132
avril;employes;26293;0;16
mai;employes;21935;2;114
juin;employes;27623;3;95
juillet;professions intermediaires;24511;0;130
aout;professions intermediaires;24516;3;134
septembre;employes;22528;3;48
octobre;employes;27824;0;33
novembre;professions intermediaires;27004;1;18
decembre;employes;34712;1;69
janvier;employes;36637;2;117
fevrier;employes;30032;2;29
mars;employes;33126;0;30
avril;professions intermediaires;26852;2;109
mai;professions intermediaires;28227;1;6
juin;professions intermediaires;24746;1;139
juillet;professions intermediaires;35223;3;61
aout;professions intermediaires;27992;0;103
septembre;employes;22241;0;141
octobre;employes;33034;3;110
novembre;employes;24001;1;72
decembre;employes;32197;1;125
janvier;professions intermediaires;23092;0;145
fevrier;employes;35299;3;63
mars;professions intermediaires;33502;3;141
avril;professions intermediaires;33621;1;61
mai;employes;26554;3;52
juin;professions intermediaires;24832;1;84
juillet;employes;37908;0;112
aout;professions intermediaires;21422;3;124
septembre;employes;37082;0;114
octobre;professions intermediaires;27354;1;26
novembre;professions intermediaires;27255;3;70
decembre;employes;24522;0;47
janvier;employes;35556;0;25
fevrier;professions intermediaires;33056;2;49
mars;employes;24087;2;139
avril;professions intermediaires;21971;0;17
mai;professions intermediaires;29066;3;20
juin;employes;27529;2;43
juillet;employes;23602;3;70
aout;employes;21441;2;144
septembre;employes;22853;0;7
octobre;professions intermediaires;37119;1;131
novembre;professions intermediaires;34251;3;66
decembre;employes;27720;3;122
janvier;professions intermediaires;35585;3;18
fevrier;professions intermediaires;27222;3;37
mars;employes;36686;0;78
avril;professions intermediaires;36400;0;95
mai;employes;22637;0;64
juin;employes;37969;0;42
juillet;professions intermediaires;27465;2;88
aout;employes;29845;1;85
septembre;employes;27310;1;130
octobre;professions intermediaires;26379;3;148
novembre;employes;31534;3;35
decembre;professions intermediaires;21740;1;77
janvier;professions intermediaires;21772;3;82
fevrier;professions intermediaires;31945;0;143
mars;professions intermediaires;21999;3;128
avril;employes;23014;3;75
mai;professions intermediaires;35115;0;55
juin;professions intermediaires;37143;1;139
juillet;employes;23407;0;28
aout;employes;37909;0;82
septembre;professions intermediaires;32601;0;39
octobre;employes;35741;0;68
novembre;professions intermediaires;27973;1;113
decembre;professions intermediaires;26524;2;62
janvier;employes;34729;2;83
fevrier;employes;36580;1;5
mars;employes;27225;3;124
avril;professions intermediaires;36148;3;141
mai;professions intermediaires;32057;0;131
juin;professions intermediaires;22907;3;56
juillet;professions intermediaires;22543;1;145
aout;employes;22084;3;140
septembre;employes;21101;1;63
octobre;employes;28122;2;93
novembre;professions intermediaires;29194;1;144
decembre;professions intermediaires;24370;2;2
janvier;professions intermediaires;34297;1;73
fevrier;professions intermediaires;26794;3;13
mars;professions intermediaires;23135;3;33
avril;employes;29515;0;121
mai;employes;33969;1;36
juin;employes;34501;0;43
juillet;employes;34491;2;123
aout;employes;34950;2;82
septembre;employes;23782;3;93
octobre;professions intermediaires;23905;3;134
novembre;professions intermediaires;35783;3;38
decembre;professions intermediaires;24531;1;102
janvier;employes;29190;3;86
fevrier;professions intermediaires;23233;2;12
mars;employes;29060;1;66
avril;professions intermediaires;34291;2;145
mai;employes;35731;0;65
juin;employes;27703;0;138
juillet;professions intermediaires;31777;0;111
aout;professions intermediaires;29773;0;37
septembre;employes;31294;1;2
octobre;employes;27082;1;50
novembre;employes;27905;2;59
decembre;employes;34999;3;105
janvier;professions intermediaires;24076;2;4
fevrier;employes;25340;0;76
mars;professions intermediaires;30460;0;30
avril;professions intermediaires;25128;0;53
mai;employes;26476;2;6
juin;professions intermediaires;27052;0;76
juillet;employes;37119;1;60
aout;professions intermediaires;36876;2;86
septembre;employes;21923;3;73
octobre;employes;29109;0;142
novembre;employes;23880;0;30
decembre;professions intermediaires;36067;3;86
janvier;professions intermediaires;34984;2;133
fevrier;professions intermediaires;22539;1;72
mars;employes;31539;1;15
avril;employes;33162;2;44
mai;professions intermediaires;31198;1;83
juin;professions intermediaires;30188;0;50
juillet;employes;27783;2;144
aout;professions intermediaires;21763;1;137
septembre;employes;25675;2;47
octobre;professions intermediaires;34812;1;70
novembre;employes;35555;0;137
decembre;employes;29039;1;89
janvier;employes;24011;3;110
fevrier;employes;36101;1;125
mars;employes;22850;3;107
avril;professions intermediaires;28000;1;47
mai;professions intermediaires;21994;2;112
juin;professions intermediaires;33615;0;53
juillet;professions intermediaires;26079;3;82
aout;professions intermediaires;33061;3;16
septembre;employes;31715;3;46
octobre;professions intermediaires;23891;3;128
novembre;employes;24305;3;117
decembre;employes;34886;2;131
decembre;Agriculteur;23386;1;30
decembre;Agriculteur;20846;0;23
decembre;Agriculteur;22318;2;-185
decembre;Agriculteur;18008;1;10
decembre;Agriculteur;23884;3;-7
decembre;Agriculteur;23194;1;-38
decembre;Agriculteur;18487;3;-153
decembre;Agriculteur;18295;2;-163
decembre;Agriculteur;22218;1;-167
decembre;Agriculteur;20540;0;38
decembre;Agriculteur;23144;1;22
decembre;Agriculteur;21865;3;-169
decembre;Agriculteur;23950;2;17
decembre;Agriculteur;18243;2;38
decembre;Agriculteur;23408;4;-173
decembre;Agriculteur;22970;0;-181
decembre;Agriculteur;19004;2;-89
decembre;Agriculteur;19809;0;9
decembre;Agriculteur;20621;0;-102
decembre;Agriculteur;23714;4;-16
decembre;Agriculteur;20097;4;-47
decembre;Agriculteur;21051;2;-158
decembre;Agriculteur;23862;2;-40
decembre;Agriculteur;21293;2;36
decembre;Agriculteur;19877;3;-36
decembre;Agriculteur;19497;4;-51
decembre;Agriculteur;19346;1;-117
decembre;Agriculteur;20561;0;-161
decembre;Agriculteur;21267;2;-63
decembre;Agriculteur;18390;1;-6
decembre;Agriculteur;23867;4;-7
decembre;Agriculteur;23196;0;-133
decembre;Agriculteur;19642;2;-44
decembre;Agriculteur;23373;3;-99
decembre;Agriculteur;20619;0;-151
decembre;Agriculteur;18327;2;31
decembre;Agriculteur;20754;0;-194
decembre;Agriculteur;19355;2;-5
decembre;Agriculteur;23068;4;-98
decembre;Agriculteur;22755;3;-42
decembre;Agriculteur;18456;1;-140
decembre;Agriculteur;20827;0;-158
decembre;Agriculteur;23790;1;-140
decembre;Agriculteur;23279;0;-143
decembre;Agriculteur;21173;3;-53
decembre;Agriculteur;20298;2;-22
decembre;Agriculteur;20231;1;-74
decembre;Agriculteur;19193;2;-9
decembre;Agriculteur;19254;2;-184
decembre;Agriculteur;21992;0;-119
decembre;Agriculteur;20950;1;-76
decembre;Agriculteur;20997;1;-188
decembre;Agriculteur;21403;3;17
decembre;Agriculteur;22463;1;-117
decembre;Agriculteur;23115;1;-28
decembre;Agriculteur;22981;1;-84
decembre;Agriculteur;20032;1;-139
decembre;Agriculteur;21839;2;-16
decembre;Agriculteur;20835;0;-98
decembre;Agriculteur;18857;1;-66
decembre;Agriculteur;18105;0;-11
decembre;Agriculteur;18982;4;-147
decembre;Agriculteur;18676;1;28
decembre;Agriculteur;22066;1;-57
decembre;Agriculteur;18860;1;-41
decembre;Agriculteur;21925;1;-118
decembre;Agriculteur;23613;2;7
decembre;Agriculteur;19347;4;24
decembre;Agriculteur;18440;0;-169
decembre;Agriculteur;23339;1;-139
decembre;Agriculteur;21704;3;22
decembre;Agriculteur;22164;3;-59
decembre;Agriculteur;23293;1;-56
decembre;Agriculteur;18339;3;-59
decembre;Agriculteur;22488;4;-68
decembre;Agriculteur;18775;1;9
decembre;Agriculteur;18557;3;-74
decembre;Agriculteur;22227;0;-33
decembre;Agriculteur;18949;2;-28
decembre;Agriculteur;22120;1;-155
decembre;Agriculteur;19287;2;32
decembre;Agriculteur;19522;1;-12
decembre;Agriculteur;19262;4;-39
decembre;Agriculteur;21489;1;-150
decembre;Agriculteur;23754;4;-199
decembre;Agriculteur;23628;3;-113
decembre;Agriculteur;23470;3;7
decembre;Agriculteur;20522;4;-77
decembre;Agriculteur;19274;4;-172
decembre;Agriculteur;23055;1;-90
decembre;Agriculteur;18241;2;-86
decembre;Agriculteur;21057;1;-37
decembre;Agriculteur;20756;2;-182
decembre;Agriculteur;22868;3;-174
decembre;Agriculteur;19279;4;-39
decembre;Agriculteur;18971;1;-5
decembre;Agriculteur;22433;2;-30
decembre;Agriculteur;19316;3;-85
decembre;Agriculteur;22267;4;-11
decembre;Agriculteur;22486;2;-171
decembre;Agriculteur;20324;0;13
decembre;Agriculteur;20081;4;-17
decembre;Agriculteur;22616;3;-178
decembre;Agriculteur;19679;4;-156
decembre;Agriculteur;22983;3;-31
decembre;Agriculteur;21877;2;33
decembre;Agriculteur;23190;0;-54
decembre;Agriculteur;20954;4;-82
decembre;Agriculteur;21447;2;-5
decembre;Agriculteur;22128;0;3
decembre;Agriculteur;20408;4;35
decembre;Agriculteur;19168;2;-25
decembre;Agriculteur;19278;3;-92
decembre;Agriculteur;23287;0;-141
decembre;Agriculteur;20433;0;-130
decembre;Agriculteur;22288;1;-158
decembre;Agriculteur;19536;1;-171
decembre;Agriculteur;20676;2;-193
decembre;Agriculteur;21545;2;-98
decembre;Agriculteur;19560;2;-5
decembre;Agriculteur;18160;0;-6
decembre;Agriculteur;19545;3;-42
juillet;Agriculteur;18841;2;-2
juin;Agriculteur;20026;4;-176
juillet;Agriculteur;18269;4;-108
juin;Agriculteur;23997;0;-90
aout;Agriculteur;22935;1;-45
aout;Agriculteur;20227;1;16
aout;Agriculteur;23979;1;-73
aout;Agriculteur;23590;4;35
aout;Agriculteur;21854;0;-39
aout;Agriculteur;18319;4;-182
aout;Agriculteur;23667;0;-53
aout;Agriculteur;23752;1;-16
aout;Agriculteur;19531;4;-184
aout;Agriculteur;23147;1;-195
aout;Agriculteur;23260;3;-77
aout;Agriculteur;19299;0;-111
aout;Agriculteur;20539;2;-106
aout;Agriculteur;23015;1;-80
aout;Agriculteur;23466;1;-140
aout;Agriculteur;18823;1;13
aout;Agriculteur;18084;1;-131
aout;Agriculteur;22865;2;-177
aout;Agriculteur;18563;1;34
aout;Agriculteur;23529;1;2
aout;Agriculteur;22222;4;-100
aout;Agriculteur;20525;3;-44
aout;Agriculteur;22395;2;-38
fevrier;Agriculteur;23697;3;211
mars;Agriculteur;19738;4;77
avril;Agriculteur;22601;3;-20
mai;Agriculteur;19725;4;-85
juin;Agriculteur;22753;4;147
juillet;Agriculteur;20877;3;96
aout;Agriculteur;20674;3;54
septembre;Agriculteur;21548;3;11
octobre;Agriculteur;19976;2;11
novembre;Agriculteur;19717;4;74
decembre;Agriculteur;20342;4;156
janvier;Agriculteur;22048;0;112
fevrier;Agriculteur;21579;1;19
mars;Agriculteur;22417;2;-92
avril;Agriculteur;23409;2;-95
mai;Agriculteur;21314;3;71
juin;Agriculteur;21256;0;96
juillet;Agriculteur;19372;2;193
aout;Agriculteur;22603;1;81
septembre;Agriculteur;23745;3;140
octobre;Agriculteur;22081;2;267
novembre;Agriculteur;19023;4;112
decembre;Agriculteur;18775;2;-16
janvier;Agriculteur;23523;0;254
fevrier;Agriculteur;21980;0;81
mars;Agriculteur;21954;0;153
avril;Agriculteur;20286;1;283
mai;Agriculteur;18463;2;2
juin;Agriculteur;21326;0;143
juillet;Agriculteur;21032;4;196
aout;Agriculteur;19168;0;-39
septembre;Agriculteur;19441;4;-38
octobre;Agriculteur;21144;3;50
novembre;Agriculteur;19889;3;277
decembre;Agriculteur;21098;0;192
janvier;Agriculteur;21703;4;219
fevrier;Agriculteur;23135;1;275
mars;Agriculteur;19575;4;259
avril;Agriculteur;23399;3;165
mai;Agriculteur;21470;3;127
juin;Agriculteur;23048;4;170
juillet;Agriculteur;20712;1;-71
aout;Agriculteur;22118;2;48
septembre;Agriculteur;18376;0;42
octobre;Agriculteur;23504;1;194
novembre;Agriculteur;22251;0;113
decembre;Agriculteur;22367;0;140
janvier;Agriculteur;18617;1;93
fevrier;Agriculteur;19942;0;-37
mars;Agriculteur;21845;4;51
avril;Agriculteur;18534;0;-48
mai;Agriculteur;20154;0;-63
juin;Agriculteur;19734;1;-49
juillet;Agriculteur;20956;2;-27
aout;Agriculteur;23846;0;-45
septembre;Agriculteur;21934;3;39
octobre;Agriculteur;22949;3;166
novembre;Agriculteur;18013;0;259
decembre;Agriculteur;23978;4;59
janvier;Agriculteur;19107;4;8
fevrier;Agriculteur;19283;1;254
mars;Agriculteur;18740;0;52
avril;Agriculteur;19453;0;225
mai;Agriculteur;19683;1;8
juin;Agriculteur;18423;3;-100
juillet;Agriculteur;23340;3;260
aout;Agriculteur;20750;0;-63
septembre;Agriculteur;21811;4;-82
octobre;Agriculteur;20341;3;99
novembre;Agriculteur;23428;0;31
decembre;Agriculteur;23331;0;-49
janvier;Agriculteur;20413;1;-6
fevrier;Agriculteur;18213;2;-5
mars;Agriculteur;21366;2;129
avril;Agriculteur;19760;1;248
mai;Agriculteur;19408;1;-83
juin;Agriculteur;21218;1;80
juillet;Agriculteur;22588;0;116
aout;Agriculteur;20275;3;293
septembre;Agriculteur;23694;1;-28
octobre;Agriculteur;22253;3;269
novembre;Agriculteur;19067;2;-93
decembre;Agriculteur;21727;4;62
janvier;Agriculteur;23399;0;-57
fevrier;Agriculteur;19096;0;275
mars;Agriculteur;20475;0;270
avril;Agriculteur;18809;4;75
mai;Agriculteur;21906;1;269
juin;Agriculteur;20924;0;-52
juillet;Agriculteur;18435;2;-13
aout;Agriculteur;23520;3;211
septembre;Agriculteur;21696;4;270
octobre;Agriculteur;21715;1;295
novembre;Agriculteur;21156;3;140
decembre;Agriculteur;22988;2;184
janvier;Agriculteur;22366;1;154
fevrier;Agriculteur;22131;2;199
mars;Agriculteur;19161;2;149
avril;Agriculteur;21188;1;141
mai;Agriculteur;22523;4;48
juin;Agriculteur;19705;3;-20
juillet;Agriculteur;18314;3;5
aout;Agriculteur;18902;0;39
septembre;Agriculteur;21580;0;66
octobre;Agriculteur;21146;3;134
novembre;Agriculteur;21467;1;20
decembre;Agriculteur;19061;4;99
janvier;Agriculteur;20960;1;13
fevrier;Agriculteur;18416;0;157
mars;Agriculteur;23708;4;3
avril;Agriculteur;20092;1;0
mai;Agriculteur;18090;3;21
juin;Agriculteur;21871;4;92
juillet;Agriculteur;22716;0;151
aout;Agriculteur;18070;3;-60
septembre;Agriculteur;19147;3;43
octobre;Agriculteur;22890;3;94
novembre;Agriculteur;23277;3;221
decembre;Agriculteur;18999;0;-40
janvier;Agriculteur;20892;3;124
fevrier;Agriculteur;21896;4;153
mars;Agriculteur;20990;4;180
avril;Agriculteur;22922;4;-93
mai;Agriculteur;18157;0;58
juin;Agriculteur;21565;3;110
juillet;Agriculteur;20896;1;52
aout;Agriculteur;22091;2;248
septembre;Agriculteur;22815;3;253
octobre;Agriculteur;18240;1;85
novembre;Agriculteur;19372;1;134
decembre;Agriculteur;20860;2;193
janvier;Agriculteur;21870;4;9
fevrier;Agriculteur;19643;2;165
mars;Agriculteur;22649;2;264
avril;Agriculteur;19033;2;299
mai;Agriculteur;19795;4;-74
juin;Agriculteur;23842;3;270
juillet;Agriculteur;23299;1;122
aout;Agriculteur;20399;0;207
septembre;Agriculteur;23108;0;168
octobre;Agriculteur;23046;4;206
novembre;Agriculteur;21064;0;134
decembre;Agriculteur;23391;2;193
janvier;Agriculteur;20375;1;-60
fevrier;Agriculteur;20868;2;121
mars;Agriculteur;20515;0;166
avril;Agriculteur;18745;1;41
mai;Agriculteur;20347;2;56
juin;Agriculteur;22976;0;-69
juillet;Agriculteur;21230;2;166
aout;Agriculteur;21310;4;49
septembre;Agriculteur;18547;3;137
octobre;Agriculteur;20218;2;39
novembre;Agriculteur;19216;0;215
decembre;Agriculteur;21632;3;44
janvier;Agriculteur;23046;3;265
fevrier;Agriculteur;19940;2;-53
mars;Agriculteur;23570;3;-25
avril;Agriculteur;23836;3;7
mai;Agriculteur;23272;2;164
juin;Agriculteur;21397;1;135
juillet;Agriculteur;20631;4;56
aout;Agriculteur;20633;0;-57
septembre;Agriculteur;21669;4;-69
octobre;Agriculteur;21158;3;61
novembre;Agriculteur;23636;0;209
decembre;Agriculteur;23676;4;289
janvier;Agriculteur;19747;1;204
fevrier;Agriculteur;21924;0;88
mars;Agriculteur;18743;1;225
avril;Agriculteur;23974;2;168
mai;Agriculteur;19988;0;129
juin;Agriculteur;18053;2;48
juillet;Agriculteur;21821;4;110
aout;Agriculteur;21527;2;-36
septembre;Agriculteur;20891;3;-40
octobre;Agriculteur;19844;3;-86
novembre;Agriculteur;22757;2;231
decembre;Agriculteur;21917;2;41
janvier;Agriculteur;18919;3;48
fevrier;Agriculteur;22695;1;216
mars;Agriculteur;23919;3;8
avril;Agriculteur;18330;2;208
mai;Agriculteur;19281;1;15
juin;Agriculteur;22122;4;-21
juillet;Agriculteur;18000;0;23
aout;Agriculteur;22106;2;57
septembre;Agriculteur;22788;1;150
octobre;Agriculteur;19749;0;297
novembre;Agriculteur;18217;3;72
decembre;Agriculteur;21406;0;-12
janvier;Agriculteur;20108;3;71
fevrier;Agriculteur;23927;4;131
mars;Agriculteur;22227;0;90
avril;Agriculteur;19838;2;-84
mai;Agriculteur;23757;2;148
juin;Agriculteur;22147;1;147
juillet;Agriculteur;19675;4;32
aout;Agriculteur;22648;2;143
septembre;Agriculteur;20141;3;181
octobre;Agriculteur;18363;1;75
novembre;Agriculteur;21003;2;235
decembre;Agriculteur;20711;0;136
janvier;Agriculteur;22424;2;208
fevrier;Agriculteur;19491;0;132
mars;Agriculteur;23392;1;99
avril;Agriculteur;22994;4;205
mai;Agriculteur;23541;3;261
juin;Agriculteur;21760;1;246
juillet;Agriculteur;20853;1;113
aout;Agriculteur;18347;1;114
septembre;Agriculteur;22933;3;277
octobre;Agriculteur;23239;0;61
novembre;Agriculteur;21929;0;194
decembre;Agriculteur;22669;0;72
janvier;Agriculteur;18630;4;-77
fevrier;Agriculteur;20378;4;-83
mars;Agriculteur;18199;2;292
avril;Agriculteur;19067;1;-57
mai;Agriculteur;18777;4;43
juin;Agriculteur;23362;1;-76
juillet;Agriculteur;18136;1;166
aout;Agriculteur;19813;4;-77
septembre;Agriculteur;23908;2;157
octobre;Agriculteur;20466;4;-81
novembre;Agriculteur;21820;4;23
decembre;Agriculteur;23790;0;279
janvier;Agriculteur;19975;1;97
fevrier;Agriculteur;18903;2;64
mars;Agriculteur;19519;3;148
avril;Agriculteur;20054;4;114
mai;Agriculteur;20374;0;176
juin;Agriculteur;20086;4;190
juillet;Agriculteur;20306;0;58
aout;Agriculteur;18821;1;19
septembre;Agriculteur;19199;2;-87
octobre;Agriculteur;19391;2;215
novembre;Agriculteur;18321;4;-48
decembre;Agriculteur;20052;3;292
janvier;Agriculteur;21495;0;106
fevrier;Agriculteur;18403;1;251
mars;Agriculteur;22062;3;296
avril;Agriculteur;19797;1;-90
mai;Agriculteur;20482;2;-63
juin;Agriculteur;18173;0;128
juillet;Agriculteur;23613;4;-81
aout;Agriculteur;20807;3;246
septembre;Agriculteur;22667;0;68
octobre;Agriculteur;23304;2;100
novembre;Agriculteur;22257;2;13
decembre;Agriculteur;20743;3;38
janvier;Agriculteur;22498;0;288
fevrier;Agriculteur;20909;0;-6
mars;Agriculteur;20645;2;11
avril;Agriculteur;23143;4;242
mai;Agriculteur;20620;2;28
juin;Agriculteur;18197;3;19
juillet;Agriculteur;21669;4;200
aout;Agriculteur;23358;1;98
septembre;Agriculteur;19647;2;-72
octobre;Agriculteur;23826;4;-16
novembre;Agriculteur;19125;1;221
decembre;Agriculteur;18847;4;197
janvier;Agriculteur;23864;0;60
fevrier;Agriculteur;18412;3;231
mars;Agriculteur;20215;0;13
avril;Agriculteur;20030;0;-70
mai;Agriculteur;18614;0;89
juin;Agriculteur;20298;4;118
juillet;Agriculteur;19061;0;169
aout;Agriculteur;20221;0;17
septembre;Agriculteur;19570;0;124
octobre;Agriculteur;21202;1;33
novembre;Agriculteur;18747;2;292
decembre;Agriculteur;19499;2;226
janvier;Agriculteur;18331;3;294
fevrier;Agriculteur;22612;4;211
mars;Agriculteur;20548;3;219
avril;Agriculteur;19747;3;56
mai;Agriculteur;23197;4;77
juin;Agriculteur;18219;4;166
juillet;Agriculteur;20714;2;0
aout;Agriculteur;21278;2;262
septembre;Agriculteur;18106;1;-74
octobre;Agriculteur;23343;4;-46
novembre;Agriculteur;23263;3;222
decembre;Agriculteur;22824;1;235
janvier;Agriculteur;23226;2;-63
fevrier;Agriculteur;21374;3;-25
mars;Agriculteur;20196;0;-68
avril;Agriculteur;19577;3;-13
mai;Agriculteur;19886;2;-22
juin;Agriculteur;22917;2;-10
juillet;Agriculteur;20757;4;-38
aout;Agriculteur;19236;3;34
septembre;Agriculteur;19016;2;210
octobre;Agriculteur;20048;1;190
novembre;Agriculteur;18752;4;-55
decembre;Agriculteur;22267;3;246
janvier;Agriculteur;21144;3;189
fevrier;Agriculteur;21435;3;126
mars;Agriculteur;19209;2;-9
